[ 2023-07-17 16:50:24,394 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:32:30,496 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:32:31,496 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:32:35,595 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:32:35,599 ] Disconnected from gameserver
[ 2023-07-23 09:32:36,740 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:32:36,741 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:32:37,693 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:32:40,846 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:32:41,845 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:32:45,945 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:32:45,948 ] Disconnected from gameserver
[ 2023-07-23 09:32:47,104 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:32:47,146 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:32:48,053 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:32:49,696 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:51:12,202 ] Using spritesheet cache size of 910
[ 2023-07-23 09:51:13,192 ] Asset loading complete
[ 2023-07-23 09:51:14,783 ] All sound assets loaded
[ 2023-07-23 09:51:18,232 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:51:18,934 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 09:51:18,934 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 09:51:18,934 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 09:51:18,988 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-23 09:51:18,993 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:51:19,004 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:51:19,946 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:51:42,544 ] Error while processing network packet field has more than one zero id appearance
[ 2023-07-23 09:51:42,544 ] "bXF+x30HAXF+xn0HZWYD9wRdCwD/ZgP3BAD/ZgP3BAD/ZET3BAD/YUQyEvkEAP9hRDYSAP9iRAD/YUQA/2ZEAP9kRAD/ZkQA/2JEAP+YAQD/mAEA/5gBAP+YAQD/mAEA/5gBOQsApwkAAAD/mAHbCQAAAP+wAQD/mAEA/5gB9gQG/4IEAP+ABAD/gAQA/4AEAP+ABAD/gAQA/4AEAP+ABAD/hwQA/4cEAP+HBAD/iARo/2xxfsZ9BwFkdX6gfQejEQD/ZwAwAa9VAP9nAAD/ZwA+BwD/ZwAA/2cAAP9nAEsHAP9nAAD/ZwCXAQD/oxGvVQD/oxEA/6MRAP+kEQD/oxEA/6MRYg4A/2cAOQEA/2cAagIA/2cANQFCBwD/ZwAA/2cASwcA/2cAAP9nAAD/ZwA2AQD/ZwA6AQD/oxEA/6MRAP+mEQD/oxEA/6YRSRgA/6MRShgA/6cR3AcA/2cAMAEA/2cAAP9nAAD/ZwAA/2cAAP9nAAD/ZwCXAQD/oxEA/6MRAP9nADgBAP9nADMBAP+jEXQIAP+jEXQIAP+jEXQIAP9nADABdAgA/2cAAP9nADcBdAgA/2cAagIA/2cANQEA/2cAAP9nADYBAP9nADMBAP9nADMBAP9nADQBPwc+BwD/ZwAA/6MRAP+jEUoYAP+wEQD/ZwA5AQD/ZwBqAgD/ZwA7AXIIAP+qEQD/ZwAwAQD/ZwClNwD/ZwA3AQD/ZwBqAgD/ZwBqAgD/ZwA1AQD/ZwAA/80DthEA/8wDvRG7BwD/qxEA/6wRuwcA/6MRAP+kEXIIAP+jESIfAP9nADABAP9nAAD/ZwCXAQD/rREA/6YRAP9nADkBAP9nAGoCAP/SA7gRSRgA/8wDuREA/8sDthFJGAD/zAO9EQD/oxFJGAD/oxFyCAD/oxFiDgD/ZwAwAQD/ZwA2PwAAAP9nAJcBAP+jEQD/oxFJGAD/rxFJGAD/MBE4Aa9VAP/MA7MRAP/QA7sHAP/QAwD/4AO1EbsHAP+xEa9VAP+jEXIIAP+jEQD/ZwAwAQD/ZwAA/2cAlwEA/7ARAP+jEa9VAP84ETgBAP82ETQBAP/SA7wRSRgA/9ADuBGvVQD/4QOvVQD/0gO1EQD/oxFKGAD/rhFyCAD/qhFiAAgAABBkAIAGclhPAAMAAADXkAQAAAAAAAD/AAEA/2cAMAEA/2cAfEoAAAD/ZwCXAQD/sBEA/6URShgA/zcRMAEA/zcR3REA/6MRAP/QA7wRuwcA/8wDuBEA/88DuRG7BwD/4QO9EUkYAP+jEXIIAP+jEQD/ZwAwAQD/ZwAA/2cAlwEA/6MRPgcA/6kRAP8yETkBSRgA/y0RNQEA/6MRAP+jEa9VAP/MA7MRShgA/+EDAP/NA7URAP+jEXIIAP+sEa9VAP9nADABAP9nACthAAAA/2cAlwEA/6MRAP+nEQD/oxFiDgD/MxE5AQD/OBFLGToBAP+jEbsHAP/SA7MRAP/MA7sHAP/OA7URIR8A/7ERcggA/7ARr1UA/2cAMAEA/2cAAP9nAJcBAP+jEQD/oxFhDgD/sBEA/6MRJBJHGAD/KhFLGZcBAP+jEUoYAP/MA7wRAP/hA7QRAP/NA74RShgA/6MRcggA/6MRAP9nADABGoUA/2cAGIUA/2cAlwEYhQD/oxEA/6MRAP+jEQD/rBEbEgD/ORFLGZcBAP+yEbsHAP+uEUkYAP+jEWEOAP+tEa9VAP+jEXIIcggA/6MRSRgA/2cAMAEZhQD/ZwAYhRiFAP9nAJcBAP+tEQD/oxEA/6MRJBIA/6MRIBIA/zMRSxmXAQD/oxFKGAD/rhFJGAD/qBFhDgD/oxGvVQD/oxFyCAD/oxEA/2cAMAEA/2cAAP9nAJcBAP+jEQD/oxEkEgD/oxEgEgD/9hEA/zURTxmXAQD/qhG7BwD/oxGvVQD/qhEA/6MRShgA/6wRcggA/6MRRg4A/2cAMAEA/2cAAP9nAJcBAP+jEQD/oxEbEgD/9REA//kRAP8uEZcBAP+jEQD/rhF0CAD/oxF0CAD/oxF0CAD/oxF4CAD/shEA/2cAMAEA/2cAAP9nAJcBAP+qEQD/pBEbEgD/9REA//URAP82ETYBAP80EToBHg4A/6MRAP+jEWEOAP8qETgBAP8uEToBAP+rEQD/ZwAwAQD/ZwAA/2cAlwEA/6MRPwcA/6sRGxIA//cRAP/6ESH/MB8N/ykfAP8wHwr/Lx8A/yofAP8kHycfAP81Hwv/Lx8A/yUfNR8N/zIfJv8sHwD/MB8L/ysfAP8oHzQfAP8kHycfAP8xHwv/Lx8A/yUfNR8N/zIf////////////////OP+pAAAeAFJlc3RpbmcgQXJlYSAobm8gYWN0aXZlIGJvbnVzKaKAAAAAa3V+oH0HAWMACAAAEAEBg3V+oH0HAwsA"
[ 2023-07-23 09:51:56,746 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 09:51:56,821 ] Disconnected from gameserver
[ 2023-07-23 09:51:56,856 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:52:02,561 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:52:03,012 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-23 09:52:03,014 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:52:03,025 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:52:03,975 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:52:50,896 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 09:52:50,958 ] Disconnected from gameserver
[ 2023-07-23 09:52:50,992 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:52:58,143 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:52:59,346 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:52:59,347 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:52:59,359 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:53:00,303 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:53:02,545 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 09:53:02,610 ] Disconnected from gameserver
[ 2023-07-23 09:53:02,647 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:53:05,703 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:53:06,478 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-23 09:53:06,479 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:53:06,491 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:53:07,446 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:54:58,995 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 09:54:59,063 ] Disconnected from gameserver
[ 2023-07-23 09:54:59,092 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:55:02,083 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:55:02,696 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:55:02,698 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:55:02,708 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:55:03,662 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:55:06,146 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 09:55:06,211 ] Disconnected from gameserver
[ 2023-07-23 09:55:06,250 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:55:11,881 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:55:12,640 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-23 09:55:12,642 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:55:12,654 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:55:13,602 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:03:52,496 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 10:03:52,562 ] Disconnected from gameserver
[ 2023-07-23 10:14:58,932 ] Using spritesheet cache size of 910
[ 2023-07-23 10:15:00,018 ] Asset loading complete
[ 2023-07-23 10:15:01,191 ] All sound assets loaded
[ 2023-07-23 10:15:03,697 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:15:06,669 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:15:07,676 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 10:15:07,676 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 10:15:07,676 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 10:15:07,726 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 10:15:07,731 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 10:15:07,741 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 10:15:08,693 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:21:51,920 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 10:21:51,987 ] Disconnected from gameserver
[ 2023-07-23 10:47:05,807 ] Using spritesheet cache size of 910
[ 2023-07-23 10:47:06,300 ] Asset loading complete
[ 2023-07-23 10:47:08,491 ] All sound assets loaded
[ 2023-07-23 10:47:10,587 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:47:11,728 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 10:47:11,728 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 10:47:11,728 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 10:47:11,781 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 10:47:11,787 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 10:47:11,797 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 10:47:12,741 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:48:35,824 ] Json parse error in file "F:\\Rl_13_custom_download\\Client_1311\\conf\\clientoptions.json" :  "object is missing after a comma" at offset 30565
[ 2023-07-23 10:48:36,493 ] Using spritesheet cache size of 910
[ 2023-07-23 10:48:36,979 ] Asset loading complete
[ 2023-07-23 10:48:38,751 ] All sound assets loaded
[ 2023-07-23 10:48:52,499 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:48:53,566 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 10:48:53,566 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 10:48:53,566 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 10:48:53,615 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 10:48:53,617 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 10:48:53,630 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 10:48:54,589 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:49:00,739 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 10:49:00,802 ] Disconnected from gameserver
[ 2023-07-23 10:49:00,996 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 10:49:04,290 ] Using spritesheet cache size of 910
[ 2023-07-23 10:49:05,264 ] Asset loading complete
[ 2023-07-23 10:49:06,764 ] All sound assets loaded
[ 2023-07-23 12:34:04,736 ] Using spritesheet cache size of 910
[ 2023-07-23 12:34:05,705 ] Asset loading complete
[ 2023-07-23 12:34:10,528 ] All sound assets loaded
[ 2023-07-23 12:34:24,764 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:34:28,500 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 12:34:28,500 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 12:34:28,500 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 12:34:28,628 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 12:34:28,642 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:34:29,560 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:34:32,724 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 12:34:33,723 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:34:37,819 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 12:34:37,831 ] Disconnected from gameserver
[ 2023-07-23 12:34:39,268 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 12:34:39,269 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:34:40,216 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:34:43,380 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 12:34:44,429 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:34:44,440 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:34:44,469 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 12:34:44,473 ] Disconnected from gameserver
[ 2023-07-23 12:34:53,353 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:35:02,887 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Druid Sample" )
[ 2023-07-23 12:35:02,893 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:35:02,905 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:35:03,890 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:39:31,674 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 12:39:31,761 ] Disconnected from gameserver
[ 2023-07-23 12:39:31,839 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:39:33,196 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 12:39:33,203 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:39:33,215 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:39:33,273 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 12:39:33,280 ] Disconnected from gameserver
[ 2023-07-23 12:39:34,139 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:39:34,954 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:39:39,885 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:39:42,932 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 12:39:42,938 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:39:42,949 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:39:42,970 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 12:39:42,974 ] Disconnected from gameserver
[ 2023-07-23 12:39:43,896 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:39:43,930 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:40:26,924 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:40:29,672 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 12:40:29,678 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:40:29,689 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:40:31,005 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:42:17,735 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 12:42:17,824 ] Disconnected from gameserver
[ 2023-07-23 12:42:17,888 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:43:18,376 ] Using spritesheet cache size of 910
[ 2023-07-23 12:43:19,536 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 12:43:19,798 ] Asset loading complete
[ 2023-07-23 12:43:22,525 ] All sound assets loaded
[ 2023-07-23 12:46:33,564 ] Using spritesheet cache size of 910
[ 2023-07-23 12:46:34,406 ] Asset loading complete
[ 2023-07-23 12:46:35,142 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 12:46:38,068 ] All sound assets loaded
[ 2023-07-23 12:46:56,354 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:46:57,968 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 12:46:57,969 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 12:46:57,969 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 12:46:58,060 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 12:46:58,074 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:46:58,085 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 12:46:59,018 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 12:56:50,427 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 12:56:50,541 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 12:56:50,564 ] Disconnected from gameserver
[ 2023-07-23 12:56:50,894 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 13:07:53,874 ] Using spritesheet cache size of 910
[ 2023-07-23 13:07:54,819 ] Asset loading complete
[ 2023-07-23 13:07:55,804 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 13:07:57,933 ] All sound assets loaded
[ 2023-07-23 13:08:05,389 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 13:08:07,045 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 13:08:07,045 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 13:08:07,045 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 13:08:07,138 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 13:08:07,154 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 13:08:07,166 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 13:08:08,088 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 13:10:36,170 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 13:10:36,281 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 13:10:36,306 ] Disconnected from gameserver
[ 2023-07-23 13:11:32,710 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 13:11:34,184 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 13:11:34,192 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 13:11:34,204 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 13:11:35,126 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
